scale,steel_kind,pt_thick,pt_width,pt_length,hsb,fur_heat_temp,fur_heat_time,fur_soak_temp,fur_soak_time,rolling_method,rolling_temp,descaling_count,fur_preheat_time,furnace
0,T,40,2300,20700,적용,1130,105,1120,115,TMCP(온도제어),812,6,63,1호기2열
1,T,40,3100,15800,적용,1135,93,1119,134,TMCP(온도제어),812,5,68,2호기2열
0,T,40,2900,18700,적용,1114,85,1117,135,TMCP(온도제어),815,6,78,3호기1열
0,T,40,2900,18700,적용,1114,85,1117,135,TMCP(온도제어),815,6,82,3호기1열
1,T,71,3600,9200,미적용,1128,92,1121,145,CR(제어압연),859,6,95,2호기2열
0,T,74,2700,11000,적용,1119,70,1118,130,TMCP(온도제어),812,6,91,2호기1열
0,T,74,2700,11000,적용,1124,84,1121,129,TMCP(온도제어),819,6,97,3호기1열
0,T,54,2700,11000,적용,1139,82,1127,130,TMCP(온도제어),814,6,83,3호기2열
0,T,77,2600,7900,적용,1111,77,1118,144,TMCP(온도제어),837,6,74,1호기1열
0,T,77,2600,7900,적용,1113,71,1118,143,TMCP(온도제어),842,6,102,1호기2열
0,T,77,2600,7900,적용,1103,68,1122,143,TMCP(온도제어),848,6,89,2호기1열
0,T,74,1800,10000,적용,1144,102,1123,139,CR(제어압연),814,6,96,2호기2열
0,T,76,1800,16700,적용,1124,77,1127,143,CR(제어압연),811,6,106,3호기1열
1,T,76,1800,9800,미적용,1123,55,1135,104,CR(제어압연),811,6,58,3호기2열
0,T,76,1800,9800,적용,1114,72,1131,80,CR(제어압연),815,6,106,1호기1열
0,C,15,3300,51500,적용,1122,64,1123,71,CR(제어압연),861,10,67,1호기2열
1,C,15,3300,51500,적용,1122,64,1123,84,CR(제어압연),861,9,71,1호기2열
0,C,15,3300,51500,적용,1122,64,1123,85,CR(제어압연),861,10,62,1호기2열
0,C,16,3400,50700,적용,1119,75,1133,104,CR(제어압연),867,10,87,3호기1열
0,C,16,3400,50700,적용,1119,75,1133,64,CR(제어압연),867,10,85,3호기1열
0,C,16,3400,50700,적용,1119,75,1133,62,CR(제어압연),867,10,69,3호기1열
0,C,16,3400,50700,적용,1119,75,1133,104,CR(제어압연),867,10,101,3호기1열
0,C,13,3500,53300,적용,1118,62,1129,107,CR(제어압연),840,10,105,2호기1열
0,C,13,3400,53700,적용,1147,73,1129,57,CR(제어압연),723,10,88,2호기2열
0,C,13,3400,53700,적용,1147,73,1129,99,CR(제어압연),723,10,56,2호기2열
0,C,13,3400,53700,적용,1147,73,1129,103,CR(제어압연),723,10,102,2호기2열
0,C,13,3400,53700,적용,1147,73,1129,107,CR(제어압연),723,10,66,2호기2열
0,C,13,3300,52100,적용,1177,139,1139,107,CR(제어압연),842,10,61,3호기2열
1,C,13,3300,52100,미적용,1177,139,1139,107,CR(제어압연),842,10,96,3호기2열
0,C,13,3300,52100,적용,1177,139,1139,107,CR(제어압연),842,10,87,3호기2열
0,C,13,3300,52100,적용,1177,139,1139,107,CR(제어압연),842,10,92,3호기2열
0,C,13,3600,54900,적용,1131,56,1136,81,CR(제어압연),860,10,55,1호기2열
0,C,13,3600,54900,적용,1131,56,1136,94,CR(제어압연),860,10,97,1호기2열
0,C,13,3600,54900,적용,1131,56,1136,62,CR(제어압연),860,10,89,1호기2열
0,C,13,3300,53900,적용,1178,137,1144,114,CR(제어압연),853,10,68,1호기1열
0,C,13,3300,53900,적용,1178,137,1144,114,CR(제어압연),853,10,63,1호기1열
0,C,13,3300,53900,적용,1178,137,1144,114,CR(제어압연),853,10,92,1호기1열
0,C,13,3400,52400,적용,1171,125,1133,81,CR(제어압연),909,10,55,2호기1열
0,C,13,3400,52400,적용,1171,125,1133,82,CR(제어압연),909,10,101,2호기1열
0,C,13,3400,52400,적용,1171,125,1133,83,CR(제어압연),909,10,77,2호기1열
0,C,13,3400,54200,적용,1141,59,1130,73,CR(제어압연),875,10,96,2호기2열
1,C,13,3400,54200,미적용,1141,59,1130,67,CR(제어압연),875,9,76,2호기2열
0,C,13,3400,54200,적용,1141,59,1130,62,CR(제어압연),875,10,64,2호기2열
0,C,13,3600,51700,적용,1169,156,1134,82,CR(제어압연),872,10,65,3호기1열
0,C,13,3600,51700,적용,1169,156,1134,92,CR(제어압연),872,10,59,3호기1열
0,C,13,3600,51700,적용,1169,156,1134,65,CR(제어압연),872,10,63,3호기1열
0,C,13,3300,43500,적용,1163,133,1135,66,CR(제어압연),879,10,102,3호기2열
1,C,13,3300,41900,적용,1166,121,1136,66,CR(제어압연),902,9,94,1호기1열
0,C,13,3300,41900,적용,1166,121,1136,94,CR(제어압연),902,10,96,1호기1열
0,C,13,3400,43400,적용,1165,115,1139,47,CR(제어압연),904,10,62,1호기2열
0,C,13,3400,43400,적용,1165,115,1139,104,CR(제어압연),904,10,102,1호기2열
0,C,12,3400,48400,적용,1159,141,1136,107,CR(제어압연),893,10,65,2호기1열
0,C,12,3400,48400,적용,1159,141,1136,46,CR(제어압연),893,10,73,2호기1열
0,C,12,3400,52100,적용,1167,147,1137,103,CR(제어압연),887,10,92,2호기2열
0,C,12,3400,52100,적용,1167,147,1137,105,CR(제어압연),887,10,100,2호기2열
0,C,13,3200,42700,적용,1160,153,1138,71,CR(제어압연),906,10,93,3호기1열
0,C,13,3200,42700,적용,1160,153,1138,81,CR(제어압연),906,10,88,3호기1열
0,C,13,3000,43700,적용,1160,115,1139,105,CR(제어압연),932,10,73,3호기2열
1,C,13,3200,43300,미적용,1157,133,1140,99,CR(제어압연),929,10,56,1호기1열
1,C,13,3200,43300,적용,1157,133,1140,74,CR(제어압연),929,9,86,1호기1열
0,C,13,3200,43300,적용,1157,133,1140,90,CR(제어압연),929,10,78,1호기1열
0,C,13,3200,43400,적용,1161,128,1144,79,CR(제어압연),935,10,96,1호기2열
0,C,13,3200,43400,적용,1161,128,1144,66,CR(제어압연),935,10,93,1호기2열
1,C,12,3200,43800,적용,1154,148,1143,97,CR(제어압연),924,9,69,2호기1열
0,C,12,3200,43800,적용,1154,148,1143,48,CR(제어압연),924,10,96,2호기1열
1,C,12,3200,43800,미적용,1154,148,1143,89,CR(제어압연),924,10,78,2호기1열
0,C,13,3100,43700,적용,1158,134,1143,73,CR(제어압연),931,10,73,2호기2열
0,C,13,3100,43700,적용,1158,134,1143,79,CR(제어압연),931,10,58,2호기2열
0,C,13,2900,52700,적용,1154,158,1144,56,CR(제어압연),926,10,94,3호기1열
1,C,13,2900,52500,적용,1157,158,1147,64,CR(제어압연),924,9,71,3호기2열
0,C,13,2900,52500,적용,1157,158,1147,101,CR(제어압연),924,10,74,3호기2열
0,C,13,2900,52500,적용,1157,158,1147,86,CR(제어압연),924,10,85,3호기2열
0,C,13,2900,52500,적용,1157,158,1147,79,CR(제어압연),924,10,79,3호기2열
0,C,13,2900,51800,적용,1157,137,1146,73,CR(제어압연),924,10,98,1호기1열
0,C,13,2900,51800,적용,1157,137,1146,68,CR(제어압연),924,10,77,1호기1열
0,C,13,2800,52200,적용,1154,136,1147,71,CR(제어압연),924,10,62,1호기2열
0,C,13,2800,52200,적용,1154,136,1147,65,CR(제어압연),924,10,95,1호기2열
0,C,13,2800,52200,적용,1154,136,1147,45,CR(제어압연),924,10,87,1호기2열
0,C,13,2800,52200,적용,1154,136,1147,100,CR(제어압연),924,10,62,1호기2열
0,C,13,2900,52200,적용,1149,148,1143,89,CR(제어압연),923,10,95,2호기1열
0,C,13,2900,52200,적용,1149,148,1143,96,CR(제어압연),923,10,76,2호기1열
0,C,13,2900,52200,적용,1149,148,1143,56,CR(제어압연),923,10,56,2호기1열
0,C,13,2900,52800,적용,1155,140,1145,96,CR(제어압연),927,10,73,2호기2열
0,C,13,2900,52800,적용,1155,140,1145,59,CR(제어압연),927,10,104,2호기2열
0,C,13,2900,52800,적용,1155,140,1145,73,CR(제어압연),927,10,61,2호기2열
0,C,13,2900,51100,적용,1156,140,1145,83,CR(제어압연),934,10,81,3호기1열
0,C,13,2900,51100,적용,1156,133,1145,83,CR(제어압연),934,10,102,3호기1열
0,C,13,2900,51100,적용,1156,134,1145,90,CR(제어압연),934,10,90,3호기1열
0,C,13,2900,48400,적용,1158,131,1147,46,CR(제어압연),909,10,76,3호기2열
0,C,13,2900,48400,적용,1158,146,1147,98,CR(제어압연),909,10,61,3호기2열
0,C,13,2900,48400,적용,1158,149,1147,82,CR(제어압연),909,10,91,3호기2열
0,C,15,3100,51800,적용,1156,157,1148,107,CR(제어압연),942,10,97,1호기1열
0,C,15,3100,51800,적용,1156,157,1148,83,CR(제어압연),942,10,90,1호기1열
0,C,15,3100,51800,적용,1156,157,1148,99,CR(제어압연),942,10,106,1호기1열
0,C,16,2900,41000,적용,1151,118,1144,74,CR(제어압연),960,10,61,2호기2열
0,C,18,3100,46200,적용,1155,158,1151,96,CR(제어압연),959,10,67,1호기2열
0,C,17,2800,51500,적용,1142,121,1147,69,CR(제어압연),957,10,88,2호기1열
0,C,17,2800,51500,적용,1142,127,1147,69,CR(제어압연),957,10,106,2호기1열
1,C,18,3100,47100,미적용,1138,112,1148,62,CR(제어압연),957,10,99,3호기1열
0,C,18,3100,47100,적용,1138,126,1148,62,CR(제어압연),957,10,78,3호기1열
0,C,18,3100,48900,적용,1138,129,1150,62,CR(제어압연),956,10,56,3호기2열
0,C,18,3100,48900,적용,1138,125,1150,62,CR(제어압연),956,10,64,3호기2열
0,C,20,3100,44900,적용,1149,143,1148,64,CR(제어압연),949,10,93,1호기2열
0,C,19,3100,49700,적용,1142,143,1153,55,CR(제어압연),993,10,65,3호기1열
1,C,19,3100,49700,미적용,1142,137,1153,55,CR(제어압연),993,10,106,3호기1열
0,C,20,3100,44900,적용,1147,130,1154,53,CR(제어압연),997,10,78,3호기2열
0,C,40,2500,23200,적용,1158,129,1148,76,CR(제어압연),995,6,100,1호기1열
1,C,40,2500,26400,적용,1135,137,1152,66,CR(제어압연),1071,6,68,2호기1열
1,C,40,2500,26400,적용,1135,144,1152,66,CR(제어압연),1071,6,84,2호기1열
1,C,30,2500,31300,적용,1137,131,1149,80,CR(제어압연),1035,8,65,2호기2열
1,C,30,2500,31300,적용,1134,138,1148,72,CR(제어압연),1035,8,106,1호기1열
1,C,30,2500,31300,적용,1137,127,1150,69,CR(제어압연),1030,8,68,1호기2열
1,C,25,2500,40100,적용,1151,111,1158,57,CR(제어압연),1033,8,59,2호기1열
1,C,25,2500,40100,적용,1151,134,1158,57,CR(제어압연),1033,8,69,2호기1열
1,C,30,2500,22900,적용,1136,145,1153,74,CR(제어압연),1046,8,93,2호기2열
1,C,23,2500,46400,적용,1163,126,1158,60,CR(제어압연),1028,8,56,3호기1열
1,C,21,2700,42800,적용,1153,136,1156,71,CR(제어압연),1025,8,75,3호기2열
0,C,23,2500,46400,적용,1164,142,1158,60,CR(제어압연),997,8,78,1호기1열
1,C,23,2800,46400,적용,1172,140,1162,51,CR(제어압연),1001,8,102,3호기1열
0,C,21,2600,47500,적용,1156,132,1156,74,CR(제어압연),999,8,87,1호기2열
1,C,21,2600,47500,미적용,1156,127,1156,74,CR(제어압연),999,8,92,1호기2열
1,C,21,2700,44900,적용,1166,110,1162,59,CR(제어압연),999,7,55,2호기1열
1,C,19,2700,48700,적용,1166,132,1160,69,CR(제어압연),1004,10,65,3호기2열
1,C,19,2700,48700,적용,1166,141,1160,69,CR(제어압연),1004,10,62,3호기2열
1,C,19,2500,40700,적용,1157,111,1156,77,CR(제어압연),1016,10,77,2호기2열
1,C,19,2500,40700,적용,1157,122,1156,77,CR(제어압연),1016,10,84,2호기2열
1,C,20,2500,45200,적용,1182,138,1171,37,CR(제어압연),1020,8,61,1호기1열
1,C,19,2500,34100,적용,1165,147,1161,72,CR(제어압연),1026,10,86,1호기2열
1,C,20,2500,43400,적용,1174,75,1163,52,CR(제어압연),1024,10,76,2호기1열
1,C,19,2700,50900,적용,1179,129,1163,53,CR(제어압연),1006,10,99,3호기1열
1,C,20,2700,40500,적용,1180,124,1163,68,CR(제어압연),1019,8,89,3호기2열
1,C,20,2700,40500,적용,1180,120,1163,68,CR(제어압연),1019,8,103,3호기2열
1,C,20,2500,51100,적용,1184,111,1169,44,CR(제어압연),1025,7,84,1호기1열
1,C,20,2500,51100,적용,1184,136,1169,44,CR(제어압연),1025,8,69,1호기1열
1,C,20,2500,43400,적용,1171,137,1159,79,CR(제어압연),1021,10,66,2호기2열
0,C,20,2400,43000,적용,1171,111,1162,67,CR(제어압연),990,8,90,1호기2열
1,C,19,2700,54300,적용,1178,69,1165,57,CR(제어압연),1005,10,101,3호기1열
0,C,18,2600,54900,적용,1176,88,1163,52,CR(제어압연),987,10,63,2호기1열
0,C,18,2600,54900,적용,1176,88,1163,52,CR(제어압연),987,10,89,2호기1열
0,C,18,2500,42700,적용,1171,63,1160,76,CR(제어압연),958,10,65,2호기2열
1,C,18,2500,42700,적용,1180,67,1163,68,CR(제어압연),1027,10,64,3호기2열
1,C,18,2500,42700,적용,1175,75,1165,42,CR(제어압연),1031,10,100,1호기1열
1,C,15,2500,51000,적용,1171,59,1163,70,CR(제어압연),1002,10,98,1호기2열
1,C,15,2500,51000,적용,1171,59,1163,70,CR(제어압연),1002,10,62,1호기2열
1,C,15,2500,51000,적용,1171,59,1163,70,CR(제어압연),1002,10,79,1호기2열
1,C,15,2500,50100,적용,1165,74,1160,55,CR(제어압연),962,9,88,2호기1열
0,C,15,2500,50100,적용,1165,74,1160,55,CR(제어압연),962,10,74,2호기1열
0,C,16,2500,37400,적용,1182,82,1162,64,CR(제어압연),973,10,86,2호기2열
0,C,15,2500,54700,적용,1180,78,1162,53,CR(제어압연),998,10,82,3호기1열
0,C,15,2500,54700,적용,1180,78,1162,53,CR(제어압연),998,10,86,3호기1열
0,C,17,2700,54400,적용,1182,74,1164,55,CR(제어압연),982,10,79,3호기2열
0,C,17,2700,54400,적용,1182,74,1164,55,CR(제어압연),982,10,86,3호기2열
0,C,16,2400,42300,적용,1168,64,1161,52,CR(제어압연),984,10,71,1호기1열
0,C,16,2400,42300,적용,1168,64,1161,52,CR(제어압연),984,10,104,1호기1열
0,C,16,2400,42300,적용,1168,64,1161,52,CR(제어압연),984,10,56,1호기1열
0,C,16,2600,46300,적용,1174,61,1165,73,CR(제어압연),978,10,61,1호기2열
1,C,16,2600,46300,미적용,1174,61,1165,73,CR(제어압연),978,10,66,1호기2열
0,C,16,2600,46300,적용,1174,61,1165,73,CR(제어압연),978,10,84,1호기2열
0,C,16,2700,52800,적용,1169,77,1159,58,CR(제어압연),968,10,66,2호기1열
0,C,16,2700,52800,적용,1169,77,1159,58,CR(제어압연),968,10,86,2호기1열
0,C,16,2700,52800,적용,1169,77,1159,58,CR(제어압연),968,10,75,2호기1열
0,C,15,2600,43700,적용,1177,77,1161,71,CR(제어압연),1000,10,55,2호기2열
1,C,17,2500,42800,적용,1169,65,1158,67,CR(제어압연),1004,10,105,3호기1열
1,C,17,2500,42800,적용,1169,65,1158,67,CR(제어압연),1004,10,71,3호기1열
1,C,17,2500,42800,적용,1169,65,1158,67,CR(제어압연),1004,10,96,3호기1열
1,C,17,2500,42800,미적용,1169,65,1158,67,CR(제어압연),1004,10,57,3호기1열
0,C,14,2600,54300,적용,1169,73,1162,61,CR(제어압연),955,10,80,3호기2열
1,C,14,2600,54300,미적용,1169,73,1162,61,CR(제어압연),955,10,56,3호기2열
0,C,14,2600,52800,적용,1165,61,1158,57,CR(제어압연),960,10,97,1호기1열
0,C,14,2600,52800,적용,1165,61,1158,57,CR(제어압연),960,10,92,1호기1열
0,C,14,2600,49700,적용,1170,65,1161,70,CR(제어압연),964,10,97,1호기2열
0,C,14,2600,49700,적용,1170,65,1161,70,CR(제어압연),964,10,92,1호기2열
0,C,15,2600,54900,적용,1168,58,1158,58,CR(제어압연),959,10,70,2호기1열
0,C,15,2600,54900,적용,1168,58,1158,58,CR(제어압연),959,10,88,2호기1열
0,C,15,2600,54900,적용,1168,58,1158,58,CR(제어압연),959,10,61,2호기1열
0,C,13,2800,54900,적용,1167,66,1158,84,CR(제어압연),933,10,98,2호기2열
0,C,13,2800,54900,적용,1167,66,1158,84,CR(제어압연),933,10,89,2호기2열
0,C,13,2700,51900,적용,1165,70,1157,62,CR(제어압연),958,10,57,3호기1열
0,C,13,2700,51900,적용,1165,70,1157,62,CR(제어압연),958,10,92,3호기1열
0,C,14,2800,54400,적용,1168,72,1161,60,CR(제어압연),941,10,63,3호기2열
0,C,14,2800,54400,적용,1168,72,1161,60,CR(제어압연),941,10,62,3호기2열
0,C,14,2800,54400,적용,1168,72,1161,60,CR(제어압연),941,10,55,3호기2열
1,C,18,2200,43600,미적용,1160,82,1154,61,CR(제어압연),991,10,100,1호기1열
0,C,18,2200,43600,적용,1160,74,1154,61,CR(제어압연),991,10,99,1호기1열
0,C,18,2200,43200,적용,1165,60,1158,70,CR(제어압연),987,10,78,1호기2열
0,C,19,2200,43500,적용,1150,57,1160,55,CR(제어압연),993,10,83,2호기1열
0,C,19,2200,43500,적용,1150,57,1160,55,CR(제어압연),993,10,71,2호기1열
1,C,20,2200,39700,적용,1170,78,1159,59,CR(제어압연),1044,8,68,3호기2열
1,C,20,2300,43100,적용,1159,66,1155,80,CR(제어압연),1002,8,81,3호기1열
0,C,18,2300,40800,적용,1163,73,1155,86,CR(제어압연),981,10,78,2호기2열
1,C,20,2200,39800,적용,1157,55,1154,76,CR(제어압연),1007,8,63,1호기1열
1,C,20,2200,39800,적용,1157,55,1154,76,CR(제어압연),1007,8,62,1호기1열
1,C,20,2200,39800,적용,1157,55,1154,76,CR(제어압연),1007,8,93,1호기1열
0,C,20,2200,39900,적용,1158,63,1156,87,CR(제어압연),975,8,103,1호기2열
1,C,20,2200,39900,적용,1158,63,1156,87,CR(제어압연),975,7,102,1호기2열
0,C,20,2200,39900,적용,1158,63,1156,87,CR(제어압연),975,8,80,1호기2열
0,C,20,2200,40700,적용,1162,59,1162,68,CR(제어압연),982,8,61,3호기1열
0,C,20,2200,38000,적용,1151,63,1157,78,CR(제어압연),991,8,98,2호기1열
1,C,20,2200,38000,미적용,1154,78,1154,87,CR(제어압연),979,8,104,2호기2열
1,C,20,1900,34100,적용,1162,78,1158,73,CR(제어압연),1018,8,105,3호기2열
1,C,20,1900,34100,적용,1162,78,1158,73,CR(제어압연),1018,8,98,3호기2열
1,C,23,2300,34300,적용,1150,57,1150,85,CR(제어압연),1010,8,102,1호기1열
1,C,23,2300,34300,적용,1157,60,1156,85,CR(제어압연),1018,8,99,1호기2열
1,C,20,2400,34600,적용,1171,78,1158,66,CR(제어압연),1011,8,106,2호기1열
1,C,20,2200,38000,적용,1171,72,1166,69,CR(제어압연),1010,8,73,2호기2열
1,C,20,2200,38000,적용,1182,73,1164,67,CR(제어압연),1004,8,103,3호기1열
1,C,20,2200,37900,적용,1176,72,1162,68,CR(제어압연),1013,7,106,3호기2열
0,C,20,2200,38000,적용,1174,62,1165,65,CR(제어압연),999,8,72,1호기1열
0,C,20,2200,38000,적용,1172,61,1165,77,CR(제어압연),999,8,55,1호기2열
1,C,26,2600,31300,적용,1165,73,1160,63,CR(제어압연),1026,8,87,2호기1열
1,C,26,2600,31300,적용,1177,69,1177,65,CR(제어압연),1036,8,96,2호기2열
0,C,17,2700,51200,적용,1179,81,1168,63,CR(제어압연),950,10,78,3호기1열
1,C,17,2700,51200,미적용,1179,81,1168,63,CR(제어압연),950,10,98,3호기1열
0,C,16,2600,49000,적용,1177,76,1166,64,CR(제어압연),977,10,89,3호기2열
0,C,16,2600,49000,적용,1177,76,1166,64,CR(제어압연),977,10,82,3호기2열
1,C,16,2600,40300,적용,1193,66,1181,62,CR(제어압연),964,10,77,1호기1열
1,C,16,2600,40300,적용,1193,66,1181,62,CR(제어압연),964,10,62,1호기1열
1,C,16,2600,40400,적용,1198,63,1180,75,CR(제어압연),944,10,70,1호기2열
1,C,16,2600,40400,적용,1198,63,1180,75,CR(제어압연),944,10,69,1호기2열
0,C,15,2500,54600,적용,1117,58,1156,75,CR(제어압연),927,10,83,2호기1열
0,C,15,2500,54600,적용,1117,58,1156,75,CR(제어압연),927,10,94,2호기1열
1,C,15,2500,54600,미적용,1117,58,1156,75,CR(제어압연),927,10,97,2호기1열
0,C,15,2500,54600,적용,1117,58,1156,75,CR(제어압연),927,10,88,2호기1열
1,C,15,2700,53600,적용,1202,93,1177,41,CR(제어압연),962,10,99,2호기2열
1,C,15,2700,53600,적용,1202,93,1177,41,CR(제어압연),962,9,63,2호기2열
1,C,15,2700,53600,적용,1202,93,1177,41,CR(제어압연),962,10,85,2호기2열
1,C,15,2700,53600,적용,1202,93,1177,41,CR(제어압연),962,10,74,2호기2열
0,C,15,2800,54600,적용,1175,93,1162,46,CR(제어압연),955,10,99,3호기1열
0,C,15,2800,54600,적용,1175,93,1162,46,CR(제어압연),955,10,57,3호기1열
0,C,14,2600,54100,적용,1156,78,1168,76,CR(제어압연),947,10,101,3호기2열
0,C,14,2600,54100,적용,1156,102,1168,76,CR(제어압연),947,10,71,3호기2열
0,C,13,2700,54500,적용,1188,98,1170,41,CR(제어압연),951,10,68,1호기1열
0,C,13,2700,54500,적용,1188,98,1170,41,CR(제어압연),951,10,81,1호기1열
0,C,13,2700,54500,적용,1188,98,1170,41,CR(제어압연),951,10,67,1호기1열
0,C,13,2700,54200,적용,1173,63,1169,76,CR(제어압연),959,10,100,1호기2열
0,C,13,2700,54200,적용,1173,63,1169,76,CR(제어압연),959,10,82,1호기2열
0,C,12,2700,48100,적용,1136,82,1149,54,CR(제어압연),961,10,88,2호기1열
0,C,12,2700,48100,적용,1136,82,1149,54,CR(제어압연),961,10,72,2호기1열
0,C,12,2600,32300,적용,1192,94,1167,44,CR(제어압연),971,10,96,2호기2열
0,C,12,2300,36000,적용,1175,84,1163,58,CR(제어압연),984,10,95,3호기1열
0,C,12,2300,36000,적용,1175,84,1163,58,CR(제어압연),984,10,75,3호기1열
0,C,12,2300,36000,적용,1175,84,1163,58,CR(제어압연),984,10,70,3호기1열
1,C,16,2400,43500,미적용,1167,79,1162,59,CR(제어압연),1000,10,82,3호기2열
0,C,16,2400,43500,적용,1167,79,1162,59,CR(제어압연),1000,10,57,3호기2열
1,C,20,2400,35300,적용,1173,89,1159,52,CR(제어압연),1001,8,91,1호기1열
0,C,19,2300,42800,적용,1184,85,1168,54,CR(제어압연),949,10,97,1호기2열
0,C,19,2300,42800,적용,1184,85,1168,54,CR(제어압연),949,10,57,1호기2열
1,C,19,2300,42800,적용,1184,85,1168,54,CR(제어압연),949,9,79,1호기2열
0,C,19,2000,38800,적용,1146,81,1151,61,CR(제어압연),1000,10,66,2호기1열
1,C,30,2300,30700,적용,1150,87,1154,54,CR(제어압연),1010,8,88,2호기2열
0,C,32,2200,30600,적용,1141,73,1153,65,CR(제어압연),921,8,58,3호기1열
1,C,100,2300,9500,적용,1144,85,1150,52,CR(제어압연),1050,6,82,3호기2열
1,C,100,2300,9500,적용,1130,78,1137,61,CR(제어압연),1037,6,67,1호기1열
0,C,19,2700,49800,적용,1164,72,1158,60,CR(제어압연),961,10,86,1호기2열
0,C,19,2700,49800,적용,1164,72,1158,60,CR(제어압연),961,10,73,1호기2열
0,C,16,2700,54700,적용,1169,69,1160,64,CR(제어압연),977,10,94,2호기1열
0,C,16,2700,54700,적용,1169,69,1160,64,CR(제어압연),977,10,81,2호기1열
0,C,16,2700,54700,적용,1169,69,1160,64,CR(제어압연),977,10,86,2호기1열
0,C,16,2500,44000,적용,1167,81,1158,55,CR(제어압연),995,10,101,2호기2열
0,C,16,2500,44000,적용,1167,81,1158,55,CR(제어압연),995,10,103,2호기2열
0,C,15,2600,51600,적용,1162,70,1158,63,CR(제어압연),965,10,63,3호기1열
0,C,15,2600,51600,적용,1162,70,1158,63,CR(제어압연),965,10,94,3호기1열
0,C,13,2800,49700,적용,1174,73,1164,64,CR(제어압연),948,10,99,3호기2열
0,C,13,2700,52300,적용,1148,71,1147,66,CR(제어압연),941,10,73,1호기1열
0,C,13,2700,52300,적용,1148,71,1147,66,CR(제어압연),941,10,106,1호기1열
1,C,12,2700,53900,미적용,1169,69,1161,66,CR(제어압연),941,10,86,1호기2열
0,C,12,2700,53900,적용,1169,69,1161,66,CR(제어압연),941,10,56,1호기2열
1,C,13,2700,53700,적용,1170,78,1161,57,CR(제어압연),909,9,72,2호기1열
0,C,12,2800,54500,적용,1171,71,1162,67,CR(제어압연),936,10,93,2호기2열
0,C,13,2700,53600,적용,1166,67,1157,69,CR(제어압연),938,10,83,3호기1열
0,C,13,2700,53800,적용,1183,78,1166,58,CR(제어압연),936,10,80,3호기2열
0,C,13,2700,53600,적용,1164,69,1157,69,CR(제어압연),942,10,82,1호기1열
0,C,13,2700,53600,적용,1164,69,1157,69,CR(제어압연),942,10,101,1호기1열
0,C,13,2800,54900,적용,1157,69,1155,68,CR(제어압연),937,10,106,1호기2열
0,C,13,2800,54900,적용,1157,69,1155,68,CR(제어압연),937,10,86,1호기2열
0,C,13,2800,54900,적용,1157,69,1155,68,CR(제어압연),937,10,84,1호기2열
0,C,14,2600,51400,적용,1169,79,1164,70,CR(제어압연),950,10,89,2호기1열
0,C,14,2600,51400,적용,1169,79,1164,70,CR(제어압연),950,10,55,2호기1열
0,C,15,2500,50600,적용,1174,118,1168,68,CR(제어압연),996,10,60,2호기2열
0,C,15,2500,50600,적용,1174,68,1168,68,CR(제어압연),996,10,64,2호기2열
0,C,15,2500,50600,적용,1174,101,1168,68,CR(제어압연),996,10,83,2호기2열
1,C,30,2500,26700,적용,1156,107,1155,69,CR(제어압연),1016,8,93,3호기1열
1,C,26,2500,30000,적용,1172,61,1164,57,CR(제어압연),1034,8,92,3호기2열
1,C,26,2500,32000,적용,1162,79,1156,69,CR(제어압연),1019,8,94,1호기1열
1,C,25,2700,38100,적용,1145,69,1149,68,CR(제어압연),1005,8,103,1호기2열
1,C,22,2500,38900,적용,1178,70,1163,56,CR(제어압연),1025,8,58,2호기1열
1,C,22,2500,38900,적용,1178,70,1163,56,CR(제어압연),1025,8,79,2호기1열
1,C,19,2500,34200,적용,1171,58,1164,56,CR(제어압연),1025,9,105,2호기2열
1,C,19,2000,38800,적용,1145,61,1152,68,CR(제어압연),1033,10,65,3호기1열
1,C,19,2000,38800,적용,1168,71,1162,56,CR(제어압연),1035,10,83,3호기2열
1,C,17,2300,42700,적용,1171,55,1159,69,CR(제어압연),1013,10,75,1호기1열
1,C,17,2300,42700,적용,1171,55,1159,69,CR(제어압연),1013,10,98,1호기1열
0,C,14,2800,43000,적용,1130,118,1141,66,CR(제어압연),941,10,67,1호기2열
0,C,14,3100,39400,적용,1171,69,1168,52,CR(제어압연),957,10,66,2호기1열
0,C,16,3100,32900,적용,1173,70,1165,51,CR(제어압연),975,10,96,2호기2열
0,C,16,3100,32900,적용,1156,68,1157,65,CR(제어압연),975,10,61,3호기1열
0,C,18,3100,31500,적용,1184,67,1167,52,CR(제어압연),991,10,63,3호기2열
1,C,19,3100,28600,적용,1161,62,1156,69,CR(제어압연),988,9,60,1호기1열
0,C,20,3000,34900,적용,1146,62,1151,66,CR(제어압연),993,8,89,1호기2열
0,C,20,3100,31500,적용,1177,71,1172,50,CR(제어압연),994,8,81,2호기1열
0,C,20,3100,33000,적용,1177,73,1164,47,CR(제어압연),989,8,98,2호기2열
0,C,20,3000,42600,적용,1165,67,1160,63,CR(제어압연),991,8,80,3호기1열
0,C,20,3000,42600,적용,1165,67,1160,63,CR(제어압연),991,8,103,3호기1열
1,C,20,3000,42600,적용,1165,67,1160,63,CR(제어압연),991,7,55,3호기1열
0,C,20,3000,42600,적용,1165,67,1160,63,CR(제어압연),991,8,83,3호기1열
0,C,20,3100,29200,적용,1167,62,1166,60,CR(제어압연),982,8,67,3호기2열
